ReservationId,CustomerId,FirstName,LastName,RoomType,NumOfPeople,NumOfBeds,ViewType,PricePerDay,TenantId,TenantBizId,TenantId_TenantBizId,BizName,BizLocationId, BizBldNumber,BizStreetName,BizCity,BizState,BizZipCode,StartDate,EndDate,BookedDate,TotalCost
361120470,33,Toccara,Goldner,DeluxeKingRoom,2,1,CityView,95.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,09/10/2022,15/10/2022,21/10/2022,570.0
166029613,20,Arvilla,Stoltenberg,DeluxeKingRoom,2,1,CityView,95.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,12/10/2022,14/10/2022,16/10/2022,190.0
185611463,15,Claudine,Steuber,AccessibleQueenRoom,1,1,MountainView,85.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,29/09/2022,30/09/2022,01/10/2022,85.0
139968766,10,Carlton,Abernathy,LuxorySuite,4,1,CityView,150.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,18/10/2022,19/10/2022,20/10/2022,150.0
377258915,45,Melva,Douglas,LuxorySuite,4,1,CityView,150.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,28/09/2022,01/10/2022,04/10/2022,450.0
22557538,27,Lanette,Quitzon,StandardRoom,1,1,CityView,75.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,13/10/2022,17/10/2022,21/10/2022,300.0
48062032,10,Carlton,Abernathy,LuxorySuite,4,1,CityView,150.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,22/10/2022,28/10/2022,03/11/2022,900.0
641946371,27,Lanette,Quitzon,DeluxeQueenRoom,2,2,PoolView,80.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,16/10/2022,19/10/2022,22/10/2022,240.0
541063918,27,Lanette,Quitzon,DeluxeKingRoom,2,1,CityView,95.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,18/10/2022,21/10/2022,24/10/2022,285.0
472978477,17,Roselee,Stracke,PremiumKingRoom,2,1,MountainView,120.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,30/09/2022,02/10/2022,04/10/2022,240.0
80538762,13,Andy,Wunsch,PremiumKingRoom,2,1,MountainView,120.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,24/09/2022,28/09/2022,02/10/2022,480.0
98879585,31,Hollis,Walsh,StandardRoom,1,1,CityView,75.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,09/10/2022,14/10/2022,19/10/2022,375.0
560616448,9,Ilene,Prohaska,AccessibleQueenRoom,1,1,MountainView,85.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,28/09/2022,03/10/2022,08/10/2022,425.0
165580872,38,Shirley,Johnson,DeluxeKingRoom,2,1,CityView,95.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,29/09/2022,30/09/2022,01/10/2022,95.0
436966163,37,Twanda,Glover,DeluxeKingRoom,2,1,CityView,95.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,07/10/2022,10/10/2022,13/10/2022,285.0
823684125,41,Weldon,Medhurst,DeluxeKingRoom,2,1,CityView,95.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,06/10/2022,09/10/2022,12/10/2022,285.0
683035377,21,Somer,Fisher,PremiumKingRoom,2,1,MountainView,120.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,29/09/2022,02/10/2022,05/10/2022,360.0
508482072,7,Christie,Dibbert,DeluxeKingRoom,2,1,CityView,95.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,20/10/2022,24/10/2022,28/10/2022,380.0
349960280,47,Dina,O'Hara,PremiumQueenRoom,2,2,PoolView,105.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,17/10/2022,23/10/2022,29/10/2022,630.0
707407662,29,Cathrine,Lowe,AccessibleQueenRoom,1,1,MountainView,85.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,26/09/2022,27/09/2022,28/09/2022,85.0
